,game_title,platform,year,genre,publisher,north_america,europe,japan,rest_of_world,global,review
246,Tekken 5,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,89.32
247,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,87.0
248,World Soccer Winning Eleven 8 International,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,90.83
249,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,75.0
250,EA Sports Active,Wii,2009,Sports,Electronic Arts,2.05,1.32,0.06,0.4,3.84,83.25
251,Assassin's Creed: Revelations,PS3,2011,Action,Ubisoft,1.27,1.79,0.07,0.7,3.83,80.05
252,The Legend of Zelda: Link's Awakening,GB,1992,Adventure,Nintendo,2.21,0.96,0.54,0.13,3.83,89.0
253,RollerCoaster Tycoon,PC,1999,Strategy,Hasbro Interactive,3.82,0.01,0.0,0.0,3.83,87.0
254,Flash Focus: Vision Training in Minutes a Day,DS,2007,Misc,Nintendo,0.85,1.54,1.05,0.35,3.79,61.0
255,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,85.0
256,MotorStorm,PS3,2006,Racing,Sony Computer Entertainment,1.5,1.55,0.06,0.65,3.77,82.74
257,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,80.26
258,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,62.0
259,StarCraft,PC,1998,Strategy,Activision,3.71,0.01,0.0,0.0,3.73,93.0
260,Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.03,1.87,0.41,0.42,3.72,70.26
261,Mario & Luigi: Bowser's Inside Story,DS,2009,Role-Playing,Nintendo,2.17,0.47,0.81,0.27,3.72,90.0
262,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,88.21
263,Spyro: Year of the Dragon,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,88.0
264,Batman: Arkham Asylum,PS3,2009,Action,Eidos Interactive,1.95,1.16,0.05,0.54,3.71,96.09
265,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.5799999999999998,2.48,0.04,0.59,3.7,84.0
266,Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,78.0
267,Tomodachi Collection,DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,76.0
268,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,89.0
269,Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,92.38
270,SOCOM: U.S. Navy SEALs,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,83.4
271,Batman: Arkham City,X360,2011,Action,Warner Bros. Interactive Entertainment,2.2,1.07,0.03,0.35,3.65,93.88
272,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.37,1.34,0.1,0.84,3.64,86.0
273,Jak and Daxter: The Precursor Legacy,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90.22
274,The Legend of Zelda: Skyward Sword,Wii,2011,Adventure,Nintendo,1.85,1.09,0.36,0.33,3.63,93.25
275,Pokémon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,78.0
276,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,2.33,0.64,0.6,3.63,81.0
277,LEGO Indiana Jones: The Original Adventures,X360,2008,Adventure,Activision,2.31,0.97,0.0,0.35,3.62,80.0
278,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,95.77
279,MySims,DS,2007,Simulation,Electronic Arts,1.57,1.57,0.08,0.4,3.62,85.0
280,Star Wars Battlefront,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,87.0
281,Doom II,PC,1994,Shooter,GT Interactive,2.05,1.4,0.0,0.16,3.61,88.0
282,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,69.04
283,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,79.43
284,Left 4 Dead 2,X360,2009,Shooter,Electronic Arts,2.41,0.79,0.05,0.35,3.6,89.05
285,Star Wars Battlefront II,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,89.0
286,WWF SmackDown!,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,81.0
287,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.62,1.19,0.0,0.77,3.58,74.5
288,Guitar Hero: World Tour,Wii,2008,Misc,Activision,2.3,0.93,0.0,0.34,3.57,82.0
289,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78.03
290,The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,73.0
291,Tomb Raider III: Adventures of Lara Croft,PS,1997,Adventure,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,78.01
292,Super Paper Mario,Wii,2007,Platform,Nintendo,1.85,0.79,0.59,0.31,3.53,86.0
293,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,75.18
294,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,84.0
295,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.56,2.41,0.05,0.51,3.53,86.0
296,Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52,66.0
297,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,89.0
298,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,87.0
299,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.55,1.46,0.1,0.39,3.51,70.92
300,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,76.0
301,FIFA Soccer 2004,PS2,2003,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,81.0
302,Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,1.39,0.0,0.16,3.49,62.78
303,Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,1.94,0.97,0.1,0.48,3.49,80.0
304,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.67,2.35,0.02,0.44,3.48,86.0
305,Diablo,PC,1996,Role-Playing,Activision,1.7,1.58,0.0,0.17,3.46,89.0
306,Guitar Hero: On Tour,DS,2008,Misc,Activision,2.08,1.0,0.01,0.35,3.44,74.0
307,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.2899999999999999,3.44,81.34999999999998
308,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.05,1.75,0.26,0.37,3.43,75.0
309,Grand Theft Auto 2,PS,1998,Adventure,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,75.0
310,Final Fantasy III,SNES,1994,Role-Playing,Square,0.86,0.0,2.55,0.02,3.42,90.0
311,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,80.97
312,F-1 Race,GB,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,66.0
313,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,81.0
314,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,71.27
315,Fallout: New Vegas,X360,2010,Role-Playing,Bethesda Softworks,2.1,0.91,0.04,0.32,3.36,83.84
316,The Legend of Zelda: Majora's Mask,N64,2000,Adventure,Nintendo,1.9,0.67,0.73,0.06,3.36,90.0
317,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,80.45999999999998
318,Clubhouse Games,DS,2006,Misc,Nintendo,0.5799999999999998,1.71,0.73,0.34,3.35,82.98
319,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,70.0
320,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,85.0
321,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Nintendo,1.19,1.51,0.27,0.36,3.33,76.0
322,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,82.29
323,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,90.0
324,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,79.0
325,Max Payne,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,79.81
326,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,1.98,0.96,0.04,0.32,3.3,89.03
327,Resident Evil 5,X360,2009,Action,Capcom,1.97,0.88,0.12,0.33,3.3,86.32
328,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.71,1.15,0.0,0.43,3.29,91.45
329,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,84.89
330,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,77.3
331,Left 4 Dead,X360,2008,Shooter,Electronic Arts,2.47,0.45,0.05,0.2899999999999999,3.26,89.44
332,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,77.0
333,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,62.9
334,Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,86.0
335,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,39.0
336,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,85.0
337,Wii Music,Wii,2008,Misc,Nintendo,1.33,1.09,0.46,0.31,3.19,64.34
338,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19,89.0
339,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,71.0
340,The Sims 2,PC,2004,Simulation,Electronic Arts,3.09,0.08,0.0,0.0,3.17,90.89
341,The Legend of Zelda: Spirit Tracks,DS,2009,Adventure,Nintendo,1.35,0.83,0.74,0.26,3.17,87.05
342,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Namco Bandai Games,2.06,0.56,0.38,0.17,3.17,85.92
343,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,86.36
344,Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,1.65,0.97,0.07,0.46,3.14,90.6
345,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,1.93,0.0,0.53,3.14,81.0
346,Borderlands,X360,2009,Shooter,Take-Two Interactive,2.16,0.66,0.03,0.28,3.13,85.96
347,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,86.45
348,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,84.0
349,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,84.0
350,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12,88.0
351,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.44,0.97,0.04,0.64,3.09,91.06
352,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,76.0
353,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,0.87,1.01,1.03,0.17,3.09,78.0
354,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,86.0
355,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,90.0
356,Donkey Kong,GB,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,84.0
357,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,77.3
358,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.3,0.55,0.8,0.41,3.07,81.81
359,Professor Layton and the Unwound Future,DS,2008,Adventure,Level 5,0.52,1.45,0.82,0.28,3.07,90.0
360,Diablo III,PC,2012,Role-Playing,Activision,1.56,1.09,0.0,0.4,3.05,87.64
361,Sonic Rush,DS,2005,Platform,Sega,1.16,1.53,0.06,0.28,3.04,84.0
362,Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,79.0
363,The Sims 3,PC,2009,Simulation,Electronic Arts,0.0,2.68,0.0,0.35,3.03,86.61
364,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,92.59
365,Rhythm Heaven,DS,2008,Misc,Nintendo,0.48,0.48,1.93,0.13,3.02,83.0
366,The Legend of Zelda: Ocarina of Time,3DS,2011,Adventure,Nintendo,1.45,0.79,0.57,0.21,3.02,93.0
367,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,89.0
368,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02,86.0
369,Kung Fu Panda,X360,2008,Platform,Activision,1.9,0.82,0.0,0.2899999999999999,3.01,68.0
370,LEGO Batman: The Videogame,X360,2008,Adventure,Activision,1.79,0.92,0.0,0.3,3.01,76.0
371,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,1.15,0.87,0.76,0.22,3.0,73.56999999999998
372,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,1.85,0.84,0.01,0.2899999999999999,3.0,93.88
373,wwe Smackdown vs. Raw 2006,PS2,2005,Fighting,THQ,1.57,1.02,0.0,0.41,3.0,91.0
374,Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99,86.0
375,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,77.48
376,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,90.54
377,Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,92.6
378,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.92,0.75,0.03,0.28,2.97,95.69
379,Dance Central,X360,2010,Misc,MTV Games,1.95,0.72,0.01,0.28,2.96,86.55
380,Sonic Heroes,PS2,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96,70.6
381,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,85.02
382,Nintendogs + cats,3DS,2011,Simulation,Nintendo,1.16,0.91,0.67,0.2,2.94,77.0
383,Wave Race 64,N64,1996,Racing,Nintendo,1.98,0.5799999999999998,0.34,0.04,2.94,90.67
384,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,86.99
385,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,91.0
386,Pac-Man Collection,GBA,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,80.0
387,Gran Turismo,PSP,2009,Racing,Sony Computer Entertainment,0.43,1.4,0.31,0.78,2.92,74.54
388,Yoshi's Island: Super Mario Advance 3,GBA,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91,91.0
389,Sonic Mega Collection Plus,PS2,2004,Misc,Sega,1.54,1.14,0.0,0.22,2.9,75.68
390,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,92.97
391,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,82.0
392,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.35,1.0,0.08,0.45,2.89,90.56
393,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,77.18
394,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,87.0
395,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,1.57,0.84,0.06,0.41,2.87,91.0
396,Colin McRae Rally,PS,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87,88.82
397,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,1.51,0.01,1.19,0.15,2.86,79.5
398,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,87.0
399,Disney Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,1.91,0.5799999999999998,0.12,0.25,2.86,72.53
400,Imagine: Babyz,DS,2007,Simulation,Ubisoft,1.29,1.25,0.0,0.31,2.85,62.0
401,Yoshi's Story,N64,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85,73.0
402,F-Zero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85,83.0
403,Doom,PC,1992,Shooter,id Software,1.61,1.12,0.0,0.13,2.85,80.16
404,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85,91.0
405,Sega Superstars Tennis,X360,2008,Sports,Sega,1.73,0.84,0.0,0.28,2.85,69.08
406,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.38,1.1,0.05,0.3,2.84,62.81
407,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,0.84,1.01,0.73,0.25,2.84,81.81999999999998
408,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,86.0
409,LEGO Batman: The Videogame,DS,2008,Adventure,Warner Bros. Interactive Entertainment,1.63,0.91,0.0,0.28,2.83,81.0
410,Diablo II,PC,2000,Role-Playing,Havas Interactive,2.78,0.05,0.0,0.0,2.82,88.58
411,Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,96.35
412,Finding Nemo,GBA,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82,59.0
413,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,90.0
414,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,0.89,1.46,0.0,0.44,2.8,91.0
415,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.31,1.18,0.0,0.3,2.79,56.0
416,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.2899999999999999,0.2,2.13,0.18,2.79,84.0
417,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79,51.9
418,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,78.0
419,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,1.98,0.7,0.0,0.11,2.79,85.0
420,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.5,0.77,0.14,0.38,2.79,91.0
421,NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,88.0
422,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.48,0.09,0.0,0.22,2.79,81.0
423,Jak II,PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,90.0
424,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,91.0
425,The Sims,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,81.06999999999998
426,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.23,1.03,0.08,0.42,2.76,85.62
427,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.74,0.72,0.03,0.26,2.75,91.24
428,Mario Paint,SNES,1992,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75,80.0
429,Saints Row 2,X360,2008,Action,THQ,1.72,0.74,0.02,0.27,2.75,86.0
430,Pokémon Stadium 2,N64,2000,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73,80.0
431,Metroid,NES,1986,Adventure,Nintendo,1.33,0.31,1.04,0.05,2.73,72.0
432,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.11,1.06,0.11,0.45,2.73,86.0
433,Age of Empires II: The Age of Kings,PC,1999,Strategy,Microsoft Game Studios,2.7,0.02,0.0,0.0,2.72,91.81
434,LEGO Batman: The Videogame,Wii,2008,Adventure,Warner Bros. Interactive Entertainment,1.59,0.86,0.0,0.27,2.72,80.0
435,The Legend of Zelda: A Link to the Past,GBA,2002,Adventure,Nintendo,1.75,0.52,0.33,0.1,2.7,92.0
436,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,85.0
437,Mario Party,N64,1998,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7,82.0
438,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.73,0.69,0.03,0.25,2.7,92.17
439,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,86.0
440,Yoshi's Island DS,DS,2006,Platform,Nintendo,1.41,0.04,1.1,0.14,2.69,86.0
441,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,93.32
442,Mortal Kombat,GEN,1992,Fighting,Acclaim Entertainment,1.95,0.63,0.0,0.09,2.67,83.0
443,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,78.45
444,Medal of Honor,PS,1998,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67,87.31
445,Fable,XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.5799999999999998,0.0,0.09,2.66,85.36
446,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65,88.13
447,Super Mario Bros. 2 (FDS),NES,1986,Platform,Nintendo,0.0,0.0,2.65,0.0,2.65,79.0
448,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2.0,0.5,0.12,0.03,2.65,79.0
449,Hannah Montana,DS,2006,Action,Disney Interactive Studios,1.59,0.8,0.0,0.26,2.64,45.0
450,Madden NFL 11,X360,2010,Sports,Electronic Arts,2.32,0.11,0.0,0.21,2.64,71.0
451,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,76.98999999999998
452,ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,0.12,0.0,0.36,2.62,88.03
453,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.33,0.08,0.0,0.21,2.62,72.0
454,Call of Duty 3,X360,2006,Shooter,Activision,1.45,0.88,0.02,0.26,2.61,82.36
455,Harry Potter and the Chamber of Secrets,PS2,2002,Adventure,Electronic Arts,0.9,1.22,0.04,0.44,2.61,74.0
456,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,1.58,0.47,0.35,0.21,2.6,80.08
457,Medal of Honor,PS3,2010,Shooter,Electronic Arts,1.2,0.94,0.07,0.4,2.6,78.0
458,Streets of Rage,GEN,1990,Action,Sega,1.86,0.55,0.11,0.08,2.6,84.0
459,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59,81.84999999999998
460,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.54,0.59,0.12,0.33,2.58,86.17
461,BioShock,X360,2007,Shooter,Take-Two Interactive,1.46,0.81,0.05,0.26,2.58,96.12
462,Sonic and the Secret Rings,Wii,2007,Platform,Sega,1.1,1.16,0.04,0.28,2.58,75.0
463,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,87.0
464,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57,92.0
465,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,0.83,1.08,0.01,0.65,2.57,81.0
466,Tekken: Dark Resurrection,PSP,2006,Fighting,Sony Computer Entertainment,0.76,1.06,0.12,0.63,2.57,82.18
467,Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57,81.0
468,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.57,1.77,0.01,0.23,2.57,87.0
469,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.35,0.88,0.0,0.33,2.56,83.0
470,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.56,84.0
471,Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,0.15,0.0,2.41,0.0,2.56,88.0
472,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,0.97,0.5,0.92,0.16,2.55,81.0
473,Guitar Hero: World Tour,X360,2008,Misc,Activision,1.7,0.61,0.0,0.24,2.55,84.44
474,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.61,0.69,0.0,0.25,2.55,82.0
475,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.37,0.91,0.0,0.26,2.54,78.0
476,Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54,78.0
477,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.67,1.33,0.04,0.5,2.54,74.0
478,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.2,0.12,0.01,0.2,2.54,88.0
479,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.63,0.36,0.06,0.48,2.53,90.62
480,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,79.06999999999998
481,Perfect Dark,N64,2000,Action,Nintendo,1.55,0.75,0.16,0.06,2.52,94.2
482,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.35,0.24,1.75,0.17,2.52,88.0
483,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.45,1.6,0.04,0.42,2.51,86.0
484,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,1.09,0.86,0.17,0.39,2.51,79.65
485,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,0.13,1.68,0.26,0.43,2.5,82.0
486,Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5,84.0
487,Madden NFL 09,X360,2008,Sports,Electronic Arts,2.18,0.11,0.0,0.2,2.49,81.0
488,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,1.84,0.56,0.0,0.09,2.49,91.0
489,Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.01,1.0,0.24,0.24,2.49,79.43
